,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
69,U001,200762301,C&S WH in,18-03-2020 21:23,2020,1930592552,04-03-2020 00:00,19-03-2020 00:00,04-03-2020 00:00,NAC6,99091.71,
70,U001,200148860,DOLLA associates,05-06-2020 16:50,2020,1930732920,03-04-2020 00:00,07-06-2020 00:00,03-04-2020 00:00,NAGD,6543.44,
71,CA02,100027744,OMEGA AD in,17-05-2020 07:59,2020,2960635652,19-05-2020 00:00,19-05-2020 00:00,19-05-2020 00:00,CAB1,5557.65,
72,U001,100031704,DELHAIZE co,17-03-2020 02:46,2020,1930585468,01-03-2020 00:00,16-03-2020 00:00,01-03-2020 00:00,NAA8,106394.18,0-15
73,U001,200799420,HT HA foundation,18-04-2020 17:27,2020,1930703225,25-03-2020 00:00,09-04-2020 00:00,25-03-2020 00:00,NAA8,801.1,0-15
74,U001,200974851,RESTA systems,06-04-2020 02:46,2020,1930706997,26-03-2020 00:00,10-04-2020 00:00,26-03-2020 00:00,NAA8,3566.69,
75,U001,200769623,WAL-MAR in,21-05-2020 00:06,2020,1930830709,28-04-2020 00:00,13-05-2020 00:00,28-04-2020 00:00,NAH4,8885.57,0-15
76,U001,200793568,SUPE llc,25-03-2020 12:27,2020,1930630388,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAA8,15893.27,0-15
77,U001,200759878,SA foundation,20-03-2020 15:32,2020,1930609945,06-03-2020 00:00,21-03-2020 00:00,06-03-2020 00:00,NAH4,70180.8,
78,U001,200712187,SPAR in,05-05-2020 03:09,2020,1930806222,20-04-2020 00:00,05-05-2020 00:00,20-04-2020 00:00,NAA8,119384.36,0-15
79,U001,100047532,KEYSTON associates,31-03-2020 06:20,2020,1930592834,04-03-2020 00:00,19-03-2020 00:00,04-03-2020 00:00,NAA8,11852.54,0-15
80,U001,200794332,COST co,18-03-2020 16:48,2020,1930562584,28-02-2020 00:00,19-03-2020 00:00,28-02-2020 00:00,NA84,11225.42,
81,U001,200148860,DOLLA associates,28-05-2020 05:42,2020,1930699340,25-03-2020 00:00,29-05-2020 00:00,25-03-2020 00:00,NAGD,5456.75,
82,U001,200794332,COST llc,22-05-2020 08:43,2020,1930862420,08-05-2020 00:00,23-05-2020 00:00,08-05-2020 00:00,NAAX,81500.86,
83,U001,200555117,BURR trust,15-04-2020 09:06,2020,1930709963,27-03-2020 00:00,11-04-2020 00:00,27-03-2020 00:00,NAA8,749.14,0-15
84,U001,200769623,WAL-MAR in,31-05-2020 23:50,2020,1930878284,09-05-2020 00:00,24-05-2020 00:00,09-05-2020 00:00,NAH4,2219.89,0-15
85,U001,200772670,ASSOCIAT corp,05-04-2020 09:10,2020,1930683241,21-03-2020 00:00,05-04-2020 00:00,21-03-2020 00:00,NAU5,15489.78,0-15
86,U001,200707822,PUBLI corporation,18-05-2020 21:19,2020,1930857983,04-05-2020 00:00,19-05-2020 00:00,04-05-2020 00:00,NAA8,126107.91,
87,CA02,140104392,FLANAG us,28-03-2020 10:58,2020,2960619205,06-03-2020 00:00,20-03-2020 00:00,10-03-2020 00:00,CA10,2853.7881,0-15
88,U001,200769623,WAL-MAR corp,21-05-2020 03:24,2020,1930831780,28-04-2020 00:00,13-05-2020 00:00,28-04-2020 00:00,NAH4,11545.38,0-15
89,U001,200759878,SA systems,14-04-2020 15:41,2020,1930717567,31-03-2020 00:00,15-04-2020 00:00,31-03-2020 00:00,NAH4,47646.57,
90,U001,200705742,DOT foundation,08-03-2020 19:00,2020,1930581678,28-02-2020 00:00,14-03-2020 00:00,28-02-2020 00:00,NAA8,5932.51,
91,U001,200793568,SUPE trust,04-04-2020 06:22,2020,1930690537,23-03-2020 00:00,07-04-2020 00:00,23-03-2020 00:00,NAA8,1635.76,
92,U001,200726979,BJ'S  ,28-03-2020 10:02,2020,1930646128,12-03-2020 00:00,27-03-2020 00:00,12-03-2020 00:00,NAA8,1286.3,0-15
93,U001,200704858,WAKE corp,01-05-2020 17:25,2020,1930762384,09-04-2020 00:00,24-04-2020 00:00,09-04-2020 00:00,NAA8,99568.42,0-15
94,U001,200780383,MEIJ in,27-03-2020 10:54,2020,1930665025,18-03-2020 00:00,02-04-2020 00:00,18-03-2020 00:00,NAA8,3612.63,
95,U001,200762301,C&S WH associates,26-04-2020 13:04,2020,1930778021,12-04-2020 00:00,27-04-2020 00:00,12-04-2020 00:00,NAC6,102276.04,
96,CA02,140106271,LONGO  in,25-04-2020 12:32,2020,2960626604,03-04-2020 00:00,17-04-2020 00:00,07-04-2020 00:00,CA10,9723.1541,0-15
97,CA02,140104423,METRO  us,29-04-2020 08:12,2020,2960628851,17-04-2020 00:00,01-05-2020 00:00,21-04-2020 00:00,CA10,50852.9162,
98,U001,200741174,M B  co,29-03-2020 15:14,2020,1930657267,16-03-2020 00:00,31-03-2020 00:00,16-03-2020 00:00,NAA8,5767.83,
99,CA02,100030194,AMAZO llc,30-03-2020 11:29,2020,2960622411,18-03-2020 00:00,30-03-2020 00:00,20-03-2020 00:00,CA10,11118.3099,0-15
100,U001,200769623,WAL-MAR trust,21-04-2020 16:27,2020,1930720012,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAH4,42379.83,0-15
101,U001,200592182,DECA in,04-05-2020 16:41,2020,1930822583,24-04-2020 00:00,09-05-2020 00:00,16-04-2020 00:00,NAM4,1761.84,
102,U001,200743996,STATER  co,06-04-2020 09:37,2020,1930686889,22-03-2020 00:00,06-04-2020 00:00,22-03-2020 00:00,NAA8,94612.03,0-15
103,U001,200769623,WAL-MAR in,11-05-2020 07:58,2020,1930787980,15-04-2020 00:00,30-04-2020 00:00,15-04-2020 00:00,NAH4,22226.35,0-15
104,U001,200749782,KROG associates,10-05-2020 09:01,2020,1930822131,25-04-2020 00:00,10-05-2020 00:00,25-04-2020 00:00,NAA8,88502.01,0-15
105,U001,200744019,TARG corp,15-05-2020 07:49,2020,1930641073,13-03-2020 00:00,17-05-2020 00:00,13-03-2020 00:00,NAGD,1982.06,
106,U001,200769623,WAL-MAR foundation,14-05-2020 00:38,2020,1930804577,21-04-2020 00:00,06-05-2020 00:00,21-04-2020 00:00,NAH4,2326.08,0-15
107,U001,200705742,DOT us,11-03-2020 15:40,2020,1930592413,02-03-2020 00:00,17-03-2020 00:00,02-03-2020 00:00,NAA8,9822.38,
108,U001,200744019,TARG trust,22-05-2020 02:37,2020,1930857489,05-05-2020 00:00,20-05-2020 00:00,05-05-2020 00:00,NAA8,29592.42,0-15
109,U001,200772670,ASSOCIAT associates,19-04-2020 20:54,2020,1930739252,03-04-2020 00:00,18-04-2020 00:00,03-04-2020 00:00,NAU5,47903.76,0-15
110,U001,200769623,WAL-MAR corporation,16-04-2020 02:35,2020,1930692953,24-03-2020 00:00,08-04-2020 00:00,24-03-2020 00:00,NAH4,1898.9,0-15
111,U001,200900909,SYSCO in,14-04-2020 21:24,2020,1930741081,03-04-2020 00:00,18-04-2020 00:00,03-04-2020 00:00,NAA8,7524.17,
112,U001,200424504,M  in,27-04-2020 04:09,2020,1930830032,28-04-2020 00:00,15-04-2020 00:00,15-04-2020 00:00,NACG,2428.04,0-15
113,U001,100031704,DELHAIZE trust,17-06-2020 10:20,2020,1930794735,16-04-2020 00:00,20-06-2020 00:00,16-04-2020 00:00,NAGD,1176.59,
114,U001,200764795,SYSCO  us,15-04-2020 21:34,2020,1930637455,18-03-2020 00:00,19-04-2020 00:00,18-03-2020 00:00,NA32,10978.51,
115,U001,200337148,COAS systems,16-03-2020 17:48,2020,1930587342,02-03-2020 00:00,17-03-2020 00:00,02-03-2020 00:00,NAA8,45127.79,
116,U001,200416837,DEC llc,19-03-2020 06:45,2020,1930599382,04-03-2020 00:00,24-03-2020 00:00,01-03-2020 00:00,NAM4,398.16,
117,U001,200769623,WAL-MAR llc,31-03-2020 08:09,2020,1930623646,09-03-2020 00:00,24-03-2020 00:00,09-03-2020 00:00,NAH4,58726.21,0-15
118,U001,200726979,BJ'S  associates,28-03-2020 15:49,2020,1930645815,12-03-2020 00:00,27-03-2020 00:00,12-03-2020 00:00,NAA8,588.49,0-15
119,U001,200721222,GO us,05-05-2020 00:49,2020,1930800642,20-04-2020 00:00,05-05-2020 00:00,20-04-2020 00:00,NAA8,25685.07,0-15
120,U001,200772595,SAFEW corporation,13-04-2020 08:46,2020,1930729101,02-04-2020 00:00,17-04-2020 00:00,02-04-2020 00:00,NAA8,10020.14,
121,U001,200820380,SMITH'S trust,15-04-2020 01:31,2020,1930716191,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAA8,48022.97,0-15
122,U001,200793568,SUPE corporation,29-04-2020 22:39,2020,1930779652,14-04-2020 00:00,29-04-2020 00:00,14-04-2020 00:00,NAA8,36623.03,0-15
123,U001,100043975,JAVA co,28-03-2020 19:33,2020,1930586661,02-03-2020 00:00,17-03-2020 00:00,02-03-2020 00:00,NAA8,7212,0-15
124,U001,200769623,WAL-MAR llc,20-04-2020 06:21,2020,1930692548,25-03-2020 00:00,09-04-2020 00:00,25-03-2020 00:00,NAH4,15797.23,0-15
125,U001,200769623,WAL-MAR foundation,30-03-2020 06:59,2020,1930593446,04-03-2020 00:00,19-03-2020 00:00,04-03-2020 00:00,NAH4,14706.98,0-15
126,U001,200729290,KROGER ,19-03-2020 15:32,2020,1930599215,04-03-2020 00:00,19-03-2020 00:00,04-03-2020 00:00,NAA8,115494.14,0-15
127,U001,200769623,WAL-MAR us,21-05-2020 21:58,2020,1930827122,27-04-2020 00:00,12-05-2020 00:00,27-04-2020 00:00,NAH4,1898.9,0-15
128,U001,200769623,WAL-MAR us,30-04-2020 06:39,2020,1930750644,06-04-2020 00:00,21-04-2020 00:00,06-04-2020 00:00,NAH4,37684.36,0-15
129,U001,200705372,FR corporation,28-03-2020 21:27,2020,1930637990,13-03-2020 00:00,28-03-2020 00:00,13-03-2020 00:00,NAA8,19961.05,0-15
130,U001,200769623,WAL-MAR llc,14-04-2020 00:06,2020,1930675431,22-03-2020 00:00,06-04-2020 00:00,22-03-2020 00:00,NAH4,11826.09,0-15
131,U001,200742791,QUI in,24-03-2020 16:30,2020,1930603823,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAA8,24843.48,
132,U001,200743996,STATER  corporation,13-04-2020 22:48,2020,1930718352,30-03-2020 00:00,14-04-2020 00:00,30-03-2020 00:00,NAA8,32224.05,
133,U001,200769623,WAL-MAR us,30-04-2020 22:04,2020,1930752522,06-04-2020 00:00,21-04-2020 00:00,06-04-2020 00:00,NAH4,9937.06,0-15
134,U001,200759878,SA corporation,18-04-2020 22:04,2020,1930752430,08-04-2020 00:00,23-04-2020 00:00,08-04-2020 00:00,NAH4,12417.47,
135,U001,200762301,C&S WH us,15-03-2020 18:26,2020,1930584581,02-03-2020 00:00,17-03-2020 00:00,02-03-2020 00:00,NAC6,4301.57,
136,U001,200769623,WAL-MAR ,07-06-2020 08:23,2020,1930885637,12-05-2020 00:00,27-05-2020 00:00,12-05-2020 00:00,NAH4,22549.83,0-15
137,U001,100043936,PAPA JO foundation,03-04-2020 16:15,2020,1930627707,10-03-2020 00:00,20-03-2020 00:00,10-03-2020 00:00,NA10,18145.19,0-15
138,U001,200744019,TARG co,22-04-2020 17:23,2020,1930748869,05-04-2020 00:00,20-04-2020 00:00,05-04-2020 00:00,NAA8,97776,0-15
139,U001,200740393,LABAT ,24-03-2020 08:21,2020,1930585380,03-03-2020 00:00,18-03-2020 00:00,03-03-2020 00:00,NAA8,52645.42,0-15
140,U001,200769623,WAL-MAR systems,15-04-2020 15:17,2020,1930671465,20-03-2020 00:00,04-04-2020 00:00,20-03-2020 00:00,NAH4,21113.92,0-15
141,U001,200762301,C&S WH co,12-03-2020 13:25,2020,1930577119,27-02-2020 00:00,13-03-2020 00:00,27-02-2020 00:00,NAC6,137768.6,
142,U001,200759878,SA in,15-04-2020 22:04,2020,1930748365,05-04-2020 00:00,20-04-2020 00:00,05-04-2020 00:00,NAH4,13548.66,
143,U001,200759878,SA corporation,11-05-2020 16:04,2020,1930825574,27-04-2020 00:00,12-05-2020 00:00,27-04-2020 00:00,NAH4,35898.48,
144,U001,200704858,WAKE llc,11-04-2020 01:42,2020,1930655118,16-03-2020 00:00,31-03-2020 00:00,16-03-2020 00:00,NAA8,109248.63,0-15
145,U001,200762301,C&S WH foundation,31-03-2020 16:40,2020,1930654407,16-03-2020 00:00,31-03-2020 00:00,16-03-2020 00:00,NAC6,7465.1,0-15
146,U001,200803720,DEC corporation,06-05-2020 04:02,2020,1930872721,07-05-2020 00:00,11-05-2020 00:00,01-05-2020 00:00,NAM2,4729.18,
147,U001,200078795,H T H llc,19-05-2020 08:12,2020,1930861108,05-05-2020 00:00,20-05-2020 00:00,05-05-2020 00:00,NAA8,1412.26,
148,U001,200519201,KROGE llc,12-04-2020 23:31,2020,1930709582,28-03-2020 00:00,12-04-2020 00:00,28-03-2020 00:00,NAA8,15477.22,0-15
149,U001,200744019,TARG corp,22-04-2020 02:32,2020,1930753198,07-04-2020 00:00,22-04-2020 00:00,07-04-2020 00:00,NAA8,19195.56,0-15
150,U001,200786288,FAMILY in,22-04-2020 09:38,2020,1930759958,08-04-2020 00:00,23-04-2020 00:00,08-04-2020 00:00,NAC6,66230.48,
151,U001,200418007,AM systems,19-04-2020 23:39,2020,1930732102,02-04-2020 00:00,17-04-2020 00:00,02-04-2020 00:00,NAA8,47393.05,0-15
152,U001,200466603,SMITH'S systems,03-04-2020 10:30,2020,1930664246,18-03-2020 00:00,02-04-2020 00:00,18-03-2020 00:00,NAA8,142732.08,0-15
153,CA02,140106408,WAL-M associates,21-04-2020 12:24,2020,2960622798,23-03-2020 00:00,02-04-2020 00:00,23-03-2020 00:00,CA10,6536.1045,16-30
154,U001,200762301,C&S WH in,03-06-2020 23:43,2020,1930721389,01-04-2020 00:00,05-06-2020 00:00,01-04-2020 00:00,NAGD,7943.13,
155,U001,200761734,H E BUT associates,23-03-2020 13:36,2020,1930632938,10-03-2020 00:00,25-03-2020 00:00,10-03-2020 00:00,NAA8,91756.55,
156,U001,200769623,WAL-MAR foundation,03-04-2020 07:30,2020,1930611981,08-03-2020 00:00,23-03-2020 00:00,08-03-2020 00:00,NAH4,24282.42,0-15
157,U001,200769623,WAL-MAR llc,11-05-2020 00:06,2020,1930793187,18-04-2020 00:00,03-05-2020 00:00,18-04-2020 00:00,NAH4,10903.6,0-15
158,U001,200769623,WAL-MAR us,17-04-2020 06:09,2020,1930692727,24-03-2020 00:00,08-04-2020 00:00,24-03-2020 00:00,NAH4,51516.27,0-15
159,U001,200744019,TARG us,04-05-2020 19:56,2020,1930813045,21-04-2020 00:00,06-05-2020 00:00,21-04-2020 00:00,NAA8,5887.21,
160,U001,200726979,BJ'S  systems,28-03-2020 08:20,2020,1930643416,12-03-2020 00:00,27-03-2020 00:00,12-03-2020 00:00,NAA8,14149.02,0-15
161,U001,200706844,WINC co,30-04-2020 00:26,2020,1930760026,31-03-2020 00:00,15-04-2020 00:00,31-03-2020 00:00,NAA8,38905.5,16-30
162,U001,200418007,AM us,17-05-2020 11:19,2020,1930650673,14-03-2020 00:00,18-05-2020 00:00,14-03-2020 00:00,NAGD,1011.24,
163,U001,200799367,MCL in,16-04-2020 16:57,2020,1930720975,31-03-2020 00:00,15-04-2020 00:00,31-03-2020 00:00,NAA8,124605.44,0-15
164,U001,200772595,SAFEW corporation,08-04-2020 15:38,2020,1930705040,25-03-2020 00:00,09-04-2020 00:00,25-03-2020 00:00,NAA8,32039.34,
165,U001,CCU013,KRAFT F in,07-04-2020 18:58,2020,1930570370,28-02-2020 00:00,28-02-2020 00:00,28-02-2020 00:00,NAX2,37209.64,31-45
166,U001,200726979,BJ'S  in,24-03-2020 08:12,2020,1930629390,09-03-2020 00:00,24-03-2020 00:00,09-03-2020 00:00,NAA8,467.72,0-15
167,U001,200526831,PERISH associates,02-04-2020 16:53,2020,1930666168,19-03-2020 00:00,03-04-2020 00:00,19-03-2020 00:00,NAA8,134095.09,
168,U001,200769623,WAL-MAR llc,25-05-2020 00:25,2020,1930845835,02-05-2020 00:00,17-05-2020 00:00,02-05-2020 00:00,NAH4,292.94,0-15
